tags_FUN,tags_WIN,spell_FUN,spell_WIN,speed_share_FUN,win_stuck_frac,plausible,fun_gt_win,set,AROUSAL_DECAY_RATE,AROUSAL_RESTORATION_SWITCH,AROUSAL_RESTORATION_TAGGER,SOFTMAX_TEMPERATURE,STARTING_DISTANCE,CATCH_DISTANCE,PURSUIT_NOISE,GIVE_UP_DISTANCE,GIVE_UP_TIME
46.17,1.11,6.8,114.03,0.8988455057062024,1.0,True,True,58,0.0444147073312762,1.422689066791293,2.9324336935517232,0.8432045162358965,1.968411907153834,1.4886328904363122,0.2040459276899953,5.211210385610686,6.738934672059644
150.63,1.17,4.38,113.98,0.8569861597829798,1.0,False,True,59,0.0456753460425629,0.1484073602340741,0.5269246589086154,2.7936286994464763,1.68926810236231,1.507307135168297,1.4334376369819164,4.869650296982015,5.469586821759468
156.8,1.17,3.01,110.03,0.792951825107299,0.99,False,True,60,0.0776686240552292,0.1518238377338411,0.5952725713001353,2.7919606054752255,1.8426914511196075,1.30272772572321,0.7250791129703595,7.7953702614880065,9.685218652761195
44.27,0.24,6.235,117.915,0.7642743713651847,1.0,True,True,61,0.0574915995424652,0.3953561006340497,1.591630788634838,2.3578603187271066,3.7696297602073585,0.5247667909757465,0.087474321307459,9.879376023027612,3.702838082392961
28.43,0.93,6.865,112.175,0.8809683894199238,1.0,True,True,62,0.0507527940278657,2.6106362772357437,2.978591272322895,2.96646412114288,3.0236057993704972,1.002909705920542,0.7486993600813577,3.8829748473322847,8.984917346651557
63.69,1.13,4.845,112.795,0.8855772861072981,1.0,False,True,63,0.0762708687877147,1.4678762753431536,1.9877907547051736,1.7596406289165196,1.963206052681993,1.520488927142163,1.488234609353942,4.452037743960446,8.32597507186381
32.54,0.37,6.655,116.125,0.8043408042077758,1.0,True,True,64,0.0599274165351135,0.9948801347979652,1.429224838345248,1.9055061826811803,4.652445071406702,1.340608312843826,0.1981275657485552,9.114651213323883,5.371759173604299
50.51,0.95,5.46,115.03,0.8775617873192587,1.0,True,True,65,0.0567602166589886,1.0813747926825834,1.4699506510863407,0.8668035108131257,1.8724926828014503,1.0238282246640589,0.9327889284815876,5.86666809212037,4.732189291330613
42.51,0.67,5.57,113.25,0.8257841748894725,1.0,True,True,66,0.0648345315464512,0.8280334921531732,2.9080844529076977,2.3294317526395276,3.9917095033963688,1.7525480403550766,0.6637737247370448,9.82138286644741,5.705149194120847
41.34,0.9,5.11,112.345,0.8621956476863815,1.0,True,True,67,0.0777939205369276,1.928339342002974,2.1907191526865506,3.738741247352542,3.166385596578311,1.6379028765014163,0.3787103109773718,4.781893292976811,6.807016949971761
